unique_id,best_model,best_smape,ml_smape,dl_smape,family,model_key,chosen_smape,cv_smape_stat,cv_smape_ml,cv_smape_dl
Estonia_Kagglazon_Using LLMs to Win More Kaggle Competitions,Prophet_tuned,0.0433897992102174,0.0500990879615741,0.0297434406372311,dl,dl,0.0297434406372311,0.0433897992102174,0.0500990879615741,0.0297434406372311
Estonia_Kagglazon_Using LLMs to Write Better,Prophet_tuned,0.0392697389708013,0.052376570053705,0.0358010814390394,dl,dl,0.0358010814390394,0.0392697389708013,0.052376570053705,0.0358010814390394
Estonia_Kaggle Learn_Using LLMs to Improve Your Coding,Prophet_tuned,0.0452244556355517,0.0590374724996595,0.0377714641041195,dl,dl,0.0377714641041195,0.0452244556355517,0.0590374724996595,0.0377714641041195
Estonia_Kaggle Learn_Using LLMs to Train More LLMs,Prophet_tuned,0.0442364708912582,0.0827060763081536,0.0597949201545395,stat,Prophet_tuned,0.0442364708912582,0.0442364708912582,0.0827060763081536,0.0597949201545395
Estonia_Kaggle Learn_Using LLMs to Win Friends and Influence People,Prophet_tuned,0.0342013220009632,0.0865007498236014,0.0570871837931147,stat,Prophet_tuned,0.0342013220009632,0.0342013220009632,0.0865007498236014,0.0570871837931147
Estonia_Kaggle Learn_Using LLMs to Win More Kaggle Competitions,Prophet_tuned,0.0421259240737657,0.0595229642851666,0.0317126891494895,dl,dl,0.0317126891494895,0.0421259240737657,0.0595229642851666,0.0317126891494895
Estonia_Kaggle Learn_Using LLMs to Write Better,Prophet_plain,0.0414999701122809,0.0445485838337238,0.036800642374534,dl,dl,0.036800642374534,0.0414999701122809,0.0445485838337238,0.036800642374534
Estonia_Kaggle Store_Using LLMs to Improve Your Coding,Prophet_tuned,0.0423584508339288,0.0464327202088892,0.0319692855916854,dl,dl,0.0319692855916854,0.0423584508339288,0.0464327202088892,0.0319692855916854
Estonia_Kaggle Store_Using LLMs to Train More LLMs,Prophet_tuned,0.0391851909741334,0.0703755459675732,0.0629088741397425,stat,Prophet_tuned,0.0391851909741334,0.0391851909741334,0.0703755459675732,0.0629088741397425
Estonia_Kaggle Store_Using LLMs to Win Friends and Influence People,Prophet_tuned,0.0335534386676538,0.0715633026550834,0.0507374391537508,stat,Prophet_tuned,0.0335534386676538,0.0335534386676538,0.0715633026550834,0.0507374391537508
Estonia_Kaggle Store_Using LLMs to Win More Kaggle Competitions,Prophet_tuned,0.0441320145911475,0.0563934844573939,0.0325555089029115,dl,dl,0.0325555089029115,0.0441320145911475,0.0563934844573939,0.0325555089029115
Estonia_Kaggle Store_Using LLMs to Write Better,Prophet_plain,0.0415186391704047,0.0372701129459239,0.036128077827148,dl,dl,0.036128077827148,0.0415186391704047,0.0372701129459239,0.036128077827148
Japan_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned,0.0284949901424423,0.0376603352956126,0.0281549997821275,dl,dl,0.0281549997821275,0.0284949901424423,0.0376603352956126,0.0281549997821275
Japan_Kagglazon_Using LLMs to Train More LLMs,Prophet_tuned,0.0307823790642249,0.0512036173853047,0.0309124182750902,stat,Prophet_tuned,0.0307823790642249,0.0307823790642249,0.0512036173853047,0.0309124182750902
Japan_Kagglazon_Using LLMs to Win Friends and Influence People,Prophet_tuned,0.0302048098266007,0.0422847065916986,0.0312754301112023,stat,Prophet_tuned,0.0302048098266007,0.0302048098266007,0.0422847065916986,0.0312754301112023
Japan_Kagglazon_Using LLMs to Win More Kaggle Competitions,Prophet_tuned,0.02639461300977,0.0303723977161137,0.0270466436594465,stat,Prophet_tuned,0.02639461300977,0.02639461300977,0.0303723977161137,0.0270466436594465
Japan_Kagglazon_Using LLMs to Write Better,Prophet_tuned,0.0259411676061555,0.036577332431904,0.0337445990791537,stat,Prophet_tuned,0.0259411676061555,0.0259411676061555,0.036577332431904,0.0337445990791537
Japan_Kaggle Learn_Using LLMs to Improve Your Coding,Prophet_plain,0.0285761122703981,0.0326921616926915,0.0299045746258922,stat,Prophet_plain,0.0285761122703981,0.0285761122703981,0.0326921616926915,0.0299045746258922
Japan_Kaggle Learn_Using LLMs to Train More LLMs,Prophet_tuned,0.0306137476287822,0.0549684375404279,0.0327300715153849,stat,Prophet_tuned,0.0306137476287822,0.0306137476287822,0.0549684375404279,0.0327300715153849
Japan_Kaggle Learn_Using LLMs to Win Friends and Influence People,Prophet_tuned,0.0296076576030644,0.0551371103610195,0.0323807137841303,stat,Prophet_tuned,0.0296076576030644,0.0296076576030644,0.0551371103610195,0.0323807137841303
Japan_Kaggle Learn_Using LLMs to Win More Kaggle Competitions,Prophet_plain,0.0267575188221853,0.0324432627439935,0.0282476683033758,stat,Prophet_plain,0.0267575188221853,0.0267575188221853,0.0324432627439935,0.0282476683033758
Japan_Kaggle Learn_Using LLMs to Write Better,Prophet_plain,0.026251326587194,0.0282793351321336,0.0334658713342748,stat,Prophet_plain,0.026251326587194,0.026251326587194,0.0282793351321336,0.0334658713342748
Japan_Kaggle Store_Using LLMs to Improve Your Coding,Prophet_tuned,0.0279508073358683,0.0299303098599984,0.0316160548140824,stat,Prophet_tuned,0.0279508073358683,0.0279508073358683,0.0299303098599984,0.0316160548140824
Japan_Kaggle Store_Using LLMs to Train More LLMs,Prophet_tuned,0.0320740734995429,0.037840230397462,0.0339288565042662,stat,Prophet_tuned,0.0320740734995429,0.0320740734995429,0.037840230397462,0.0339288565042662
Japan_Kaggle Store_Using LLMs to Win Friends and Influence People,Prophet_plain,0.0281161892033964,0.0314566087519376,0.0319858767093892,stat,Prophet_plain,0.0281161892033964,0.0281161892033964,0.0314566087519376,0.0319858767093892
Japan_Kaggle Store_Using LLMs to Win More Kaggle Competitions,Prophet_tuned,0.0270899286277521,0.0320697501842816,0.0295420190224716,stat,Prophet_tuned,0.0270899286277521,0.0270899286277521,0.0320697501842816,0.0295420190224716
Japan_Kaggle Store_Using LLMs to Write Better,Prophet_plain,0.0268284247899494,0.030411353010381,0.0331559110454082,stat,Prophet_plain,0.0268284247899494,0.0268284247899494,0.030411353010381,0.0331559110454082
Spain_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned,0.0365915115584548,0.0407559712049134,0.0297220301042081,dl,dl,0.0297220301042081,0.0365915115584548,0.0407559712049134,0.0297220301042081
Spain_Kagglazon_Using LLMs to Train More LLMs,Prophet_tuned,0.040492607940675,0.0644075484901645,0.0578810001831492,stat,Prophet_tuned,0.040492607940675,0.040492607940675,0.0644075484901645,0.0578810001831492
Spain_Kagglazon_Using LLMs to Win Friends and Influence People,Prophet_tuned,0.0433613598579762,0.0691937777071064,0.0602190831952331,stat,Prophet_tuned,0.0433613598579762,0.0433613598579762,0.0691937777071064,0.0602190831952331
Spain_Kagglazon_Using LLMs to Win More Kaggle Competitions,Prophet_plain,0.0380451920106774,0.0399104008314603,0.0337834595400856,dl,dl,0.0337834595400856,0.0380451920106774,0.0399104008314603,0.0337834595400856
Spain_Kagglazon_Using LLMs to Write Better,Prophet_plain,0.0423427938957797,0.0410826829358089,0.0366526009804577,dl,dl,0.0366526009804577,0.0423427938957797,0.0410826829358089,0.0366526009804577
Spain_Kaggle Learn_Using LLMs to Improve Your Coding,Prophet_tuned,0.0382440415840002,0.0519222900094166,0.0384787128683421,stat,Prophet_tuned,0.0382440415840002,0.0382440415840002,0.0519222900094166,0.0384787128683421
Spain_Kaggle Learn_Using LLMs to Train More LLMs,Prophet_plain,0.0364714125666547,0.0732530346211096,0.0637161654987837,stat,Prophet_plain,0.0364714125666547,0.0364714125666547,0.0732530346211096,0.0637161654987837
Spain_Kaggle Learn_Using LLMs to Win Friends and Influence People,Prophet_plain,0.0359551386079901,0.0906173108176198,0.0565526465692494,stat,Prophet_plain,0.0359551386079901,0.0359551386079901,0.0906173108176198,0.0565526465692494
Spain_Kaggle Learn_Using LLMs to Win More Kaggle Competitions,Prophet_tuned,0.0364368156381995,0.0441622138978643,0.0372436802575767,stat,Prophet_tuned,0.0364368156381995,0.0364368156381995,0.0441622138978643,0.0372436802575767
Spain_Kaggle Learn_Using LLMs to Write Better,Prophet_tuned,0.035123671912157,0.0379982978768666,0.0333929789571733,dl,dl,0.0333929789571733,0.035123671912157,0.0379982978768666,0.0333929789571733
Spain_Kaggle Store_Using LLMs to Improve Your Coding,Prophet_tuned,0.0368111799621808,0.0487011182026843,0.0372227055276046,stat,Prophet_tuned,0.0368111799621808,0.0368111799621808,0.0487011182026843,0.0372227055276046
Spain_Kaggle Store_Using LLMs to Train More LLMs,Prophet_tuned,0.0375505155053286,0.0727360252343164,0.0632448647253374,stat,Prophet_tuned,0.0375505155053286,0.0375505155053286,0.0727360252343164,0.0632448647253374
Spain_Kaggle Store_Using LLMs to Win Friends and Influence People,Prophet_tuned,0.0478716062209632,0.0705757737603816,0.0710813827561638,stat,Prophet_tuned,0.0478716062209632,0.0478716062209632,0.0705757737603816,0.0710813827561638
Spain_Kaggle Store_Using LLMs to Win More Kaggle Competitions,Prophet_tuned,0.0414526994674878,0.0567913644261161,0.0366664606900446,dl,dl,0.0366664606900446,0.0414526994674878,0.0567913644261161,0.0366664606900446
Spain_Kaggle Store_Using LLMs to Write Better,Prophet_tuned,0.0407591747198012,0.0446120757114203,0.0362305144425662,dl,dl,0.0362305144425662,0.0407591747198012,0.0446120757114203,0.0362305144425662
